timestamp_us,cache_key,object_size_bytes,session_id,agent_type
1775653918597324,https://consent.google.com/ml,7454,travel-planning-1_scraping_0,crawler
1775653918667907,https://www.gstatic.com/images/branding/googlelogo/1x/googlelogo_color_68x28dp.png,2044,travel-planning-1_scraping_0,crawler
1775653918852521,https://www.google.com/favicon.ico,1519,travel-planning-1_scraping_0,crawler
1775653927724537,https://www.zuerich.com/en,195921,travel-planning-1_scraping_0,crawler
1775653927815743,https://www.zuerich.com/_nuxt/DBb_Ukkm.js,1766,travel-planning-1_scraping_0,crawler
1775653927815912,https://www.zuerich.com/_nuxt/Wp5ffP9k.js,1412,travel-planning-1_scraping_0,crawler
1775653927815537,https://www.zuerich.com/_nuxt/entry.D35PMUfW.css,27493,travel-planning-1_scraping_0,crawler
1775653927815854,https://www.zuerich.com/_nuxt/Dj4irpx3.js,400,travel-planning-1_scraping_0,crawler
1775653927815773,https://www.zuerich.com/_nuxt/BYzFRTSv.js,598,travel-planning-1_scraping_0,crawler
1775653927815800,https://www.zuerich.com/_nuxt/C1aAY8hz.js,1199,travel-planning-1_scraping_0,crawler
1775653927816002,https://www.zuerich.com/_nuxt/ooJcTk4G.js,354,travel-planning-1_scraping_0,crawler
1775653927815829,https://www.zuerich.com/_nuxt/CKUVIZK0.js,602,travel-planning-1_scraping_0,crawler
1775653927815936,https://www.zuerich.com/_nuxt/CDOq_eBq.js,998,travel-planning-1_scraping_0,crawler
1775653927830046,https://www.zuerich.com/sites/default/files/image/2024/EarthCheck_Logo_Primary_Greyscale1.png,79127,travel-planning-1_scraping_0,crawler
1775653927829904,https://www.zuerich.com/sites/default/files/2022-09/logo-airport_dark_mode.svg,1709,travel-planning-1_scraping_0,crawler
1775653927829988,https://www.zuerich.com/sites/default/files/2021-04/lhoc.svg,11199,travel-planning-1_scraping_0,crawler
1775653927830017,https://www.zuerich.com/sites/default/files/2021-04/casino.svg,1629,travel-planning-1_scraping_0,crawler
1775653927846644,https://www.zuerich.com/_nuxt/nuxt-svg-icon-sprite/sprite-default.loIgPb268EKX-e16qwKRN4Elx0zu23gM-OjFCNyKnMo.svg,0,travel-planning-1_scraping_0,crawler
1775653927830103,https://www.zuerich.com/sites/default/files/image/2020/logo_sqs_50x50.png,4061,travel-planning-1_scraping_0,crawler
