timestamp_us,cache_key,object_size_bytes,session_id,agent_type
1775442877621093,https://techcrunch.com/category/artificial-intelligence/,43808,news-aggregation-1_scraping_0,crawler
1775442877715201,https://techcrunch.com/wp-includes/blocks/navigation/style.min.css,2628,news-aggregation-1_scraping_0,crawler
1775442877715314,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/techcrunch/site-search.css,1494,news-aggregation-1_scraping_0,crawler
1775442877715354,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/core/heading.css,1411,news-aggregation-1_scraping_0,crawler
1775442877715383,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/techcrunch/mega-menu.css,1711,news-aggregation-1_scraping_0,crawler
1775442877718048,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/core/separator.css,1088,news-aggregation-1_scraping_0,crawler
1775442877718155,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/core/query-pagination.css,1649,news-aggregation-1_scraping_0,crawler
1775442877718339,https://techcrunch.com/wp-includes/blocks/image/style.min.css,1898,news-aggregation-1_scraping_0,crawler
1775442877718375,https://techcrunch.com/wp-includes/blocks/social-links/style.min.css,1870,news-aggregation-1_scraping_0,crawler
1775442877718086,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/techcrunch/rapid-read.css,1821,news-aggregation-1_scraping_0,crawler
1775442877718219,https://techcrunch.com/wp-content/themes/tc-24/dist/blocks/autoenqueue/css/core/button.css,2041,news-aggregation-1_scraping_0,crawler
1775442877732747,https://techcrunch.com/_static/,1454,news-aggregation-1_scraping_0,crawler
1775442877733983,https://techcrunch.com/_static/,21585,news-aggregation-1_scraping_0,crawler
1775442877734281,https://techcrunch.com/_static/,1213,news-aggregation-1_scraping_0,crawler
1775442877735084,https://techcrunch.com/wp-content/client-mu-plugins/tc-editor/dist/blocks/techcrunch/site-search/view-module.js,1278,news-aggregation-1_scraping_0,crawler
1775442877735053,https://techcrunch.com/_static/,38313,news-aggregation-1_scraping_0,crawler
1775442877735105,https://techcrunch.com/wp-content/client-mu-plugins/tc-editor/dist/blocks/techcrunch/mega-menu/view-module.js,847,news-aggregation-1_scraping_0,crawler
