timestamp_us,cache_key,object_size_bytes,session_id,agent_type
1775654686370710,https://docs.python.org/3/library/asyncio.html,5821,documentation-lookup-1_scraping_0,crawler
1775654686551888,https://docs.python.org/3/_static/pygments.css,1130,documentation-lookup-1_scraping_0,crawler
1775654686552019,https://docs.python.org/3/_static/classic.css,1481,documentation-lookup-1_scraping_0,crawler
1775654686552064,https://docs.python.org/3/_static/pydoctheme.css,4126,documentation-lookup-1_scraping_0,crawler
1775654686552324,https://docs.python.org/3/_static/copybutton.js,1231,documentation-lookup-1_scraping_0,crawler
1775654686552415,https://docs.python.org/3/_static/search-focus.js,514,documentation-lookup-1_scraping_0,crawler
1775654686552203,https://docs.python.org/3/_static/sphinx_highlight.js,2112,documentation-lookup-1_scraping_0,crawler
1775654686552243,https://docs.python.org/3/_static/sidebar.js,1023,documentation-lookup-1_scraping_0,crawler
1775654686552368,https://docs.python.org/3/_static/menu.js,860,documentation-lookup-1_scraping_0,crawler
1775654686552105,https://docs.python.org/3/_static/documentation_options.js,323,documentation-lookup-1_scraping_0,crawler
1775654686552168,https://docs.python.org/3/_static/doctools.js,1642,documentation-lookup-1_scraping_0,crawler
1775654686552449,https://docs.python.org/3/_static/themetoggle.js,430,documentation-lookup-1_scraping_0,crawler
1775654686552590,https://docs.python.org/3/_static/switchers.js,2753,documentation-lookup-1_scraping_0,crawler
1775654686552533,https://docs.python.org/3/_static/py.svg,1103,documentation-lookup-1_scraping_0,crawler
1775654686552482,https://docs.python.org/3/_static/rtd_switcher.js,842,documentation-lookup-1_scraping_0,crawler
1775654686577841,https://docs.python.org/3/_static/basic.css,3544,documentation-lookup-1_scraping_0,crawler
1775654686554362,https://docs.python.org/3/_static/pygments_dark.css,1267,documentation-lookup-1_scraping_0,crawler
1775654686602020,https://docs.python.org/3/_static/pydoctheme_dark.css,1320,documentation-lookup-1_scraping_0,crawler
1775654686552288,https://analytics.python.org/js/script.file-downloads.outbound-links.js,1887,documentation-lookup-1_scraping_0,crawler
1775654686642041,https://docs.python.org/3/_static/py.svg,0,documentation-lookup-1_scraping_0,crawler
1775654686628670,https://analytics.python.org/api/event,299,documentation-lookup-1_scraping_0,crawler
1775654695580498,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,18368,documentation-lookup-1_scraping_0,crawler
1775654695667767,https://developer.mozilla.org/static/client/styles-global.6685e151ab2132f3.css,4463,documentation-lookup-1_scraping_0,crawler
1775654695667921,https://developer.mozilla.org/static/client/270.66bae6059a1c23f9.css,1325,documentation-lookup-1_scraping_0,crawler
1775654695667956,https://developer.mozilla.org/static/client/styles-reference-layout.01f91b57466bc3d8.css,819,documentation-lookup-1_scraping_0,crawler
1775654695668011,https://developer.mozilla.org/static/client/styles-heading-anchor.0eec5185ab9425b7.css,1001,documentation-lookup-1_scraping_0,crawler
