timestamp_us,cache_key,object_size_bytes,session_id,agent_type
1775605990938682,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,18384,documentation-lookup-1_scraping_0,multi-step
1775605991035259,https://developer.mozilla.org/static/client/270.66bae6059a1c23f9.css,1230,documentation-lookup-1_scraping_0,multi-step
1775605991035153,https://developer.mozilla.org/static/client/styles-global.6685e151ab2132f3.css,4601,documentation-lookup-1_scraping_0,multi-step
1775605991035326,https://developer.mozilla.org/static/client/styles-content-section.223c658fb1d74922.css,3386,documentation-lookup-1_scraping_0,multi-step
1775605991035359,https://developer.mozilla.org/static/client/styles-heading-anchor.0eec5185ab9425b7.css,886,documentation-lookup-1_scraping_0,multi-step
1775605991035398,https://developer.mozilla.org/static/client/styles-reference-toc.9b9bd019efd16b86.css,898,documentation-lookup-1_scraping_0,multi-step
1775605991035295,https://developer.mozilla.org/static/client/styles-reference-layout.01f91b57466bc3d8.css,848,documentation-lookup-1_scraping_0,multi-step
1775605991035603,https://developer.mozilla.org/static/client/styles-logo.aea5ff6edf1b9cfb.css,957,documentation-lookup-1_scraping_0,multi-step
1775605991035523,https://developer.mozilla.org/static/client/styles-a11y-menu.5796ee87cb69f93f.css,957,documentation-lookup-1_scraping_0,multi-step
1775605991035636,https://developer.mozilla.org/static/client/styles-menu.3376b3e11656fba0.css,1756,documentation-lookup-1_scraping_0,multi-step
1775605991035493,https://developer.mozilla.org/static/client/styles-page-layout.5a4354f33e894319.css,979,documentation-lookup-1_scraping_0,multi-step
1775605991035431,https://developer.mozilla.org/static/client/styles-article-footer.81ae18c89fc527dc.css,800,documentation-lookup-1_scraping_0,multi-step
1775605991035462,https://developer.mozilla.org/static/client/styles-left-sidebar.6f954e8939555f77.css,1447,documentation-lookup-1_scraping_0,multi-step
1775605991035575,https://developer.mozilla.org/static/client/styles-navigation.3a34ee593a554c40.css,1161,documentation-lookup-1_scraping_0,multi-step
1775605991035734,https://developer.mozilla.org/static/client/styles-footer.a2850e459e2d290b.css,1551,documentation-lookup-1_scraping_0,multi-step
1775605991035704,https://developer.mozilla.org/static/client/styles-breadcrumbs.d06ce8d09f42feb8.css,1096,documentation-lookup-1_scraping_0,multi-step
1775605991035667,https://developer.mozilla.org/static/client/styles-breadcrumbs-bar.9a51a3c76a6231d0.css,1125,documentation-lookup-1_scraping_0,multi-step
1775605991035925,https://developer.mozilla.org/static/client/runtime.622dc9f271cb46f7.js,9268,documentation-lookup-1_scraping_0,multi-step
1775605991035953,https://developer.mozilla.org/static/client/1111.53dba753dc3eb961.js,18616,documentation-lookup-1_scraping_0,multi-step
1775605991035980,https://developer.mozilla.org/static/client/8903.f870aafb338b203a.js,15848,documentation-lookup-1_scraping_0,multi-step
1775605991036008,https://developer.mozilla.org/static/client/index.a47e737a9e1899ba.js,12497,documentation-lookup-1_scraping_0,multi-step
1775605991035814,https://developer.mozilla.org/static/client/jetbrains-mono-latin.119994ed445212c7.woff2,29076,documentation-lookup-1_scraping_0,multi-step
1775605991035852,https://developer.mozilla.org/static/client/inter-latin.9a3b1bc220d426ef.woff2,106052,documentation-lookup-1_scraping_0,multi-step
1775605991035888,https://transcend-cdn.com/cm/d556c3a1-e57c-4bdf-a490-390a1aebf6dd/airgap.js,53328,documentation-lookup-1_scraping_0,multi-step
1775605991178635,https://developer.mozilla.org/static/client/graduation-cap.c7aa0f3430c53718.svg,871,documentation-lookup-1_scraping_0,multi-step
1775605991178525,https://developer.mozilla.org/static/client/chevron-down.7c923b7054da305b.svg,653,documentation-lookup-1_scraping_0,multi-step
1775605991178882,https://developer.mozilla.org/static/client/chevron-right.a81fc439dd5e4839.svg,800,documentation-lookup-1_scraping_0,multi-step
1775605991179891,https://developer.mozilla.org/static/client/external-link.4f3a2dc8e402cae5.svg,699,documentation-lookup-1_scraping_0,multi-step
1775605991179004,https://developer.mozilla.org/static/ssr/languages.dcba936080e5be86.svg,914,documentation-lookup-1_scraping_0,multi-step
